Number,Peptide,Protein,Pmax,Kd,Rsquared,P value,MaxP,Points,Outlier 1,Outlier 2,Outlier 3,Run,Norm
Pep407,ErbB3-pY975,PIK3R1-N,54.03,6.163675401,0.67622699,0.031801373,15.79,12,-18.52,12.18,0,1,Baseline
Pep407,ErbB3-pY975,PIK3R1-N,99984.69183,28604.79803,0.792734868,0.002102105,18.85,12,0,0,0,2,Baseline
Pep407,ErbB3-pY975,PIK3R1-N,121.22,53.11237382,0.673748722,0.032676021,19.68,12,15.35,13.3,0,3,Baseline
Pep253,ErbB4-pY1022,PIK3R1-N,19840.79,6411.062033,0.711172849,0.014136333,15.9,12,-10.705,0,0,1,Baseline
Pep253,ErbB4-pY1022,PIK3R1-N,53667.67804,26231.92239,0.473816727,0.140954344,10.82,12,15.36,0,0,2,Baseline
Pep253,ErbB4-pY1022,PIK3R1-N,17.21,2.555659678,0.623159791,0.040534152,13.95,12,19.05,0,0,3,Baseline
Pep542,ErbB4-pY1035,PIK3R1-N,14.08,0.684426139,0.559307985,0.058662193,17.27,12,0,0,0,1,Baseline
Pep542,ErbB4-pY1035,PIK3R1-N,9.27E-06,263.2283959,-0.035518649,0.912737689,6.735,12,0,0,0,2,Baseline
Pep542,ErbB4-pY1035,PIK3R1-N,987.14,263.1246428,0.938501063,6.25E-06,36.53,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,PIK3R1-N,99.92,1.972499776,0.989677213,9.07E-10,69.17,12,0,0,0,1,Baseline
Pep227,ErbB4-pY1056,PIK3R1-N,118.8501193,3.4095082,0.990953501,3.68E-09,68.745,12,-9.755,0,0,2,Baseline
Pep227,ErbB4-pY1056,PIK3R1-N,70.76,2.224393552,0.958773832,8.75E-07,55.56,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,PIK3R1-N,98.43,2.657496083,0.958077033,3.48E-06,86.68,12,-14.925,0,0,3,Baseline
Pep207,ErbB4-pY1056-18mer,PIK3R1-N,57.88,1.160364158,0.9605003,7.09E-07,47.24,12,0,0,0,1,Baseline
Pep207,ErbB4-pY1056-18mer,PIK3R1-N,73.46477438,1.102557037,0.978435046,3.54E-08,61.105,12,0,0,0,2,Baseline
Pep537,ErbB4-pY1066,PIK3R1-N,18.33,0.336367781,0.652469582,0.056806836,22.67,12,11.42,-8.69,0.2,1,Baseline
Pep537,ErbB4-pY1066,PIK3R1-N,99011.18877,62875.73766,0.545975848,0.082298818,9,12,-15.96,0,0,2,Baseline
Pep537,ErbB4-pY1066,PIK3R1-N,98287.46,81087.46472,0.488933412,0.106727818,15.66,12,0,0,0,3,Baseline
Pep143,ErbB4-pY1066-18mer,PIK3R1-N,36.47,17.53268556,0.617060372,0.032559471,9.17,12,0,0,0,1,Baseline
Pep143,ErbB4-pY1066-18mer,PIK3R1-N,7.459860356,0.007666867,0.410543575,0.184958087,12.21,12,0,0,0,2,Baseline
Pep143,ErbB4-pY1066-18mer,PIK3R1-N,99999.99,60081.10006,0.537500783,0.071497094,22.67,12,0,0,0,3,Baseline
Pep254,ErbB4-pY1081,PIK3R1-N,2.04,-0.059496881,0.716289648,0.013151059,8.42,12,-9.245,0,0,1,Baseline
Pep254,ErbB4-pY1081,PIK3R1-N,6.225823826,0.000261581,0.040764304,0.899903533,13.985,12,0,0,0,2,Baseline
Pep254,ErbB4-pY1081,PIK3R1-N,0,559.8266413,-0.50888089,0.109908434,10.69,12,20.77,0,0,3,Baseline
Pep255,ErbB4-pY1128,PIK3R1-N,99764.47,34535.93734,0.815603,0.002210668,15.93,12,-15.15,0,0,1,Baseline
Pep255,ErbB4-pY1128,PIK3R1-N,4.30E-10,103.819942,-0.446511211,0.168600565,10.42,12,-16.57,0,0,2,Baseline
Pep255,ErbB4-pY1128,PIK3R1-N,48.08,29.93928845,0.278514839,0.406922127,10.32,12,-17.26,0,0,3,Baseline
Peptide708,ErbB4-pY1128,PIK3R1-N,0,204.4173377,-0.052128285,0.872179206,2.54,12,0,0,0,5,Baseline
Pep256,ErbB4-pY1150,PIK3R1-N,119.82,4.281668382,0.983945701,8.18E-09,65.33,12,0,0,0,1,Baseline
Pep256,ErbB4-pY1150,PIK3R1-N,40.21528639,2.30739742,0.92891841,3.59E-05,25.86,12,11.78,0,0,2,Baseline
Pep256,ErbB4-pY1150,PIK3R1-N,99332.88,15909.52929,0.9544191,6.37E-05,63.1,12,-11.3,-17.98,-18.81,3,Baseline
Pep122,ErbB4-pY1150-18mer,PIK3R1-N,69.69,5.090641293,0.950709263,2.43E-05,32.56,12,-9.71,9.26,0,1,Baseline
Pep122,ErbB4-pY1150-18mer,PIK3R1-N,97.024154,4.623657672,0.959607621,7.91E-07,51.96,12,0,0,0,2,Baseline
Pep122,ErbB4-pY1150-18mer,PIK3R1-N,82.03,4.973574856,0.949312675,8.08E-06,57.2,12,-13.925,0,0,3,Baseline
Pep477,ErbB4-pY1162,PIK3R1-N,141.33,16.0751154,0.916320428,2.80E-05,35.01,12,0,0,0,1,Baseline
Pep477,ErbB4-pY1162,PIK3R1-N,99193.06174,21516.86368,0.764442803,0.0061457,25.925,12,-15.615,0,0,2,Baseline
Pep477,ErbB4-pY1162,PIK3R1-N,98538.33,19128.08101,0.928031702,0.000306723,53.62,12,12.53,12.43,12.56,3,Baseline
Pep486,ErbB4-pY1188,PIK3R1-N,99971.95,22388.02591,0.918525092,2.46E-05,22.71,12,0,0,0,1,Baseline
Pep486,ErbB4-pY1188,PIK3R1-N,14.0997073,0.882290249,0.221606467,0.53834907,20.275,12,-22.735,13.225,0,2,Baseline
Pep486,ErbB4-pY1188,PIK3R1-N,99997.82,19673.89513,0.94820374,8.90E-06,53.38,12,-8.505,0,0,3,Baseline
Pep538,ErbB4-pY1202,PIK3R1-N,69.68,1.00166572,0.992966634,1.19E-09,58.33,12,13.28,0,0,1,Baseline
Pep538,ErbB4-pY1202,PIK3R1-N,63.39067558,1.420492303,0.951607992,7.83E-05,49.395,12,-7.195,18.385,13.555,2,Baseline
Pep538,ErbB4-pY1202,PIK3R1-N,87.97,1.620883272,0.977482514,4.39E-08,83.76,12,0,0,0,3,Baseline
Pep125,ErbB4-pY1202-18mer,PIK3R1-N,100,4.327859971,0.975337028,3.28E-07,53.91,12,38.25,0,0,1,Baseline
Pep125,ErbB4-pY1202-18mer,PIK3R1-N,122.05,6.44208839,0.970948105,1.55E-07,77.82,12,0,0,0,3,Baseline
Pep546,ErbB4-pY1208,PIK3R1-N,134.01,5.198111562,0.9885578,1.06E-08,66.88,12,12.22,0,0,1,Baseline
Pep546,ErbB4-pY1208,PIK3R1-N,7.24E-11,105.4869862,-0.027604613,0.943800043,5.73,12,-22.29,-21.5,18.84,2,Baseline
Pep546,ErbB4-pY1208,PIK3R1-N,0,186.0587704,0.199504933,0.606812201,7.7,12,-17.38,-16.48,-15.82,3,Baseline
Pep144,ErbB4-pY1208-18mer,PIK3R1-N,86.98,5.450075304,0.949780867,7.76E-06,40.1,12,10.425,0,0,1,Baseline
Pep144,ErbB4-pY1208-18mer,PIK3R1-N,99463.89042,13474.80208,0.803185192,0.001653862,39.63,12,0,0,0,2,Baseline
Pep144,ErbB4-pY1208-18mer,PIK3R1-N,99999.99,14039.17202,0.984895985,6.04E-09,73.84,12,0,0,0,3,Baseline
Peptide144-1,ErbB4-pY1208-18mer,PIK3R1-N,85,4.678833547,0.989793035,8.58E-10,56.14,12,0,0,0,6,Baseline
Pep539,ErbB4-pY1221,PIK3R1-N,26.11,4.409901079,0.862266361,0.000308361,13.19,12,0,0,0,1,Baseline
Pep539,ErbB4-pY1221,PIK3R1-N,99667.15697,103793.1254,0.488918187,0.106740381,7.54,12,0,0,0,2,Baseline
Pep539,ErbB4-pY1221,PIK3R1-N,99992.01,32839.87248,0.916468555,2.78E-05,34.9,12,0,0,0,3,Baseline
Pep126,ErbB4-pY1221-18mer,PIK3R1-N,3369.81,1285.301783,0.619067917,0.03183884,12.52,12,0,0,0,1,Baseline
Pep126,ErbB4-pY1221-18mer,PIK3R1-N,6.766004487,-0.001335966,0.402747415,0.219409511,15.4,12,23.02,0,0,2,Baseline
Pep126,ErbB4-pY1221-18mer,PIK3R1-N,99995.59,44086.95832,0.812033213,0.001335123,25.46,12,0,0,0,3,Baseline
Pep547,ErbB4-pY1242,PIK3R1-N,57.04,2.348096879,0.966144666,5.52E-06,38.33,12,10.315,10.525,0,1,Baseline
Pep547,ErbB4-pY1242,PIK3R1-N,2.824168245,0,,,9.215,12,0,0,0,2,Baseline
Pep547,ErbB4-pY1242,PIK3R1-N,263.77,25.70701336,0.972878872,5.02E-07,71.93,12,12.93,0,0,3,Baseline
Pep127,ErbB4-pY1242-18mer,PIK3R1-N,67.12,10.16992133,0.928284218,0.000106063,21.32,12,9.175,8.925,0,1,Baseline
Pep127,ErbB4-pY1242-18mer,PIK3R1-N,11.72481648,2.163343632,0.628268117,0.02868218,10.1,12,0,0,0,2,Baseline
Pep127,ErbB4-pY1242-18mer,PIK3R1-N,99996.49,28115.01266,0.920923399,0.000155364,39.11,12,-6.73,-14.55,0,3,Baseline
Pep487,ErbB4-pY1258,PIK3R1-N,99997.53,13256.72283,0.976479679,5.45E-08,79.86,12,0,0,0,3,Baseline
Pep339,ErbB4-pY1262,PIK3R1-N,40.42,8.713780493,0.596014578,0.04083309,16.21,12,0,0,0,1,Baseline
Pep339,ErbB4-pY1262,PIK3R1-N,10.13564085,1.950785965,0.22316992,0.485667271,10.59,12,0,0,0,2,Baseline
Pep339,ErbB4-pY1262,PIK3R1-N,99999.55,19352.25114,0.94474189,1.18E-05,59.06,12,-7.825,0,0,3,Baseline
Pep129,ErbB4-pY1266-18mer,PIK3R1-N,15.51,2.93183668,0.427997026,0.21723143,9.74,12,-14.72,-7.22,0,1,Baseline
Pep129,ErbB4-pY1266-18mer,PIK3R1-N,96653.11268,43917.41916,0.366074812,0.298172208,12.625,12,12.265,11.515,0,2,Baseline
Pep129,ErbB4-pY1266-18mer,PIK3R1-N,58815.35,377695.789,0.140611924,0.662924368,8.39,12,0,0,0,3,Baseline
Pep548,ErbB4-pY1268,PIK3R1-N,18.5,2.589818066,0.614528346,0.044242792,13.69,12,9.41,0,0,1,Baseline
Pep548,ErbB4-pY1268,PIK3R1-N,99211.11465,69781.34981,0.25104657,0.456501584,7.375,12,15.715,0,0,2,Baseline
Pep548,ErbB4-pY1268,PIK3R1-N,10.33,2.899541516,0.386336396,0.214794684,12.5,12,0,0,0,3,Baseline
Pep130,ErbB4-pY1268-18mer,PIK3R1-N,15.90953143,0.000768967,0.174452331,0.587634291,25.2,12,0,0,0,2,Baseline
Pep130,ErbB4-pY1268-18mer,PIK3R1-N,12.91,4.559858185,0.442967551,0.149248318,9.86,12,0,0,0,3,Baseline
Pep497,ErbB4-pY1284,PIK3R1-N,29.05,1.863557132,0.889266097,0.000108585,20.85,12,0,0,0,1,Baseline
Pep497,ErbB4-pY1284,PIK3R1-N,3.45E-09,135.5583948,-0.452423558,0.139737023,2.37,12,0,0,0,2,Baseline
Pep497,ErbB4-pY1284,PIK3R1-N,220.82,49.13571637,0.881264735,0.000336904,34.83,12,-13.41,0,0,3,Baseline
Peptide709,ErbB4-pY1301,PIK3R1-N,1347.77,25616.68177,-0.121364097,0.707118897,6.72,12,0,0,0,5,Baseline
Pep146,ErbB4-pY1301-18mer,PIK3R1-N,31.86,2.803555694,0.887146877,0.000118941,21.52,12,0,0,0,1,Baseline
Pep146,ErbB4-pY1301-18mer,PIK3R1-N,99826.82228,28574.68136,0.725733177,0.017502545,21.15,12,13.78,11.63,0,2,Baseline
Pep146,ErbB4-pY1301-18mer,PIK3R1-N,100000,94602.10047,0.3308728,0.320282946,12.56,12,-16.605,0,0,3,Baseline
Pep617,ErbB4-pY664,PIK3R1-N,99528.57,129087.0555,0.53564842,0.072669186,9.46,12,0,0,0,3,Baseline
Pep544,ErbB4-pY733,PIK3R1-N,15.62,2.076464177,0.697341343,0.011706459,12.01,12,0,0,0,1,Baseline
Pep544,ErbB4-pY733,PIK3R1-N,3.519604657,-0.001666271,0.402264657,0.220014971,11.58,12,12.97,0,0,2,Baseline
Pep544,ErbB4-pY733,PIK3R1-N,96121.5,87802.79392,0.527182902,0.07819374,11.84,12,0,0,0,3,Baseline
Pep137,ErbB4-pY733-18mer,PIK3R1-N,99841.24,29240.51223,0.766745285,0.005901224,18.32,12,-9.185,0,0,1,Baseline
Pep137,ErbB4-pY733-18mer,PIK3R1-N,7.066997036,-0.000929074,0.375182249,0.255552281,14.71,12,-9.86,0,0,2,Baseline
Pep137,ErbB4-pY733-18mer,PIK3R1-N,99999.62,85131.13267,0.705122477,0.010428205,14.35,12,0,0,0,3,Baseline
Pep197,ErbB4-pY807,PIK3R1-N,88.54,5.364132258,0.992394357,1.45E-08,42.74,12,12.865,13.825,0,1,Baseline
Pep197,ErbB4-pY807,PIK3R1-N,99999.99321,8151.964457,0.986525407,3.42E-09,61.61,12,0,0,0,2,Baseline
Pep197,ErbB4-pY807,PIK3R1-N,100000,17194.5848,0.952284021,1.80E-06,58.74,12,0,0,0,3,Baseline
Pep182,ErbB4-pY833,PIK3R1-N,99572.2,34949.86487,0.837297377,0.001301142,15.12,12,-10.56,0,0,1,Baseline
Pep182,ErbB4-pY833,PIK3R1-N,97785.09741,119801.5509,0.228419913,0.499319396,7.555,12,-16.865,0,0,2,Baseline
Pep182,ErbB4-pY833,PIK3R1-N,0,294.6238863,-0.412206522,0.207744504,8.45,12,-18.465,0,0,3,Baseline
Pep139,ErbB4-pY833-18mer,PIK3R1-N,99511.59,45991.2878,0.924238313,1.73E-05,23.25,12,0,0,0,3,Baseline
Pep396,ErbB4-pY865,PIK3R1-N,2.63,0.003941349,0.184373641,0.610115511,7.3,12,12.475,-9.235,0,1,Baseline
Pep396,ErbB4-pY865,PIK3R1-N,5.129484126,1.731863218,-0.083048695,0.808193063,10.66,12,12.76,0,0,2,Baseline
Pep396,ErbB4-pY865,PIK3R1-N,99593.52,70498.38799,0.579373605,0.048355508,23.36,12,0,0,0,3,Baseline
Pep511,ErbB4-pY875,PIK3R1-N,7.57,0.003367218,0.466536666,0.148024235,12.43,12,-5.945,0,0,1,Baseline
Pep511,ErbB4-pY875,PIK3R1-N,98631.39542,79790.40778,-0.195746063,0.613743773,14.07,12,22.98,18.22,16.46,2,Baseline
Pep511,ErbB4-pY875,PIK3R1-N,99915.17,87779.90487,0.469637701,0.144986133,13.2,12,-20.33,0,0,3,Baseline
Pep95,ErbB4-pY875-18mer,PIK3R1-N,194.79,128.482672,0.351167503,0.319748409,9,12,13.61,9.1,0,1,Baseline
Pep95,ErbB4-pY875-18mer,PIK3R1-N,9.091002685,0.048465578,0.615867205,0.043652755,11.05,12,-13.58,0,0,2,Baseline
Pep95,ErbB4-pY875-18mer,PIK3R1-N,0,716.2395421,-0.120987496,0.707992441,7.37,12,0,0,0,3,Baseline
Pep379,ErbB4-pY906,PIK3R1-N,99827.09,14531.02645,0.947511536,2.87E-06,34.96,12,0,0,0,1,Baseline
Pep379,ErbB4-pY906,PIK3R1-N,40.45290944,6.789369613,0.810523866,0.001385836,16.65,12,0,0,0,2,Baseline
Pep613,ErbB4-pY906,PIK3R1-N,42.9,2.494079885,0.941950271,4.71E-06,33.35,12,0,0,0,3,TXN
Peptide613-1,ErbB4-pY906,PIK3R1-N,0,172.4404232,-0.207446181,0.565240716,11.51,12,40.04,24.02,0,6,Baseline
Pep98,ErbB4-pY984-18mer,PIK3R1-N,9.08,0.994411242,0.636642776,0.026010872,9.34,12,0,0,0,1,Baseline
Pep98,ErbB4-pY984-18mer,PIK3R1-N,1129.493424,2579.429558,-0.192192236,0.549560199,10,12,0,0,0,2,Baseline
Pep98,ErbB4-pY984-18mer,PIK3R1-N,902.6,310.9982698,0.790961858,0.003742137,28.95,12,14.965,0,0,3,Baseline
Pep295,ErbB4-Y1056,PIK3R1-N,99622.33,25924.51693,0.731755062,0.010474176,18.16,12,10.425,0,0,1,Baseline
Pep295,ErbB4-Y1056,PIK3R1-N,2.17E-09,103.8670693,-0.322358221,0.397538865,10.445,12,-18.365,-17.985,-16.095,2,Baseline
Pep295,ErbB4-Y1056,PIK3R1-N,23.17,18.81521551,0.40057951,0.222136131,8.17,12,16.75,0,0,3,Baseline
Pep468,ErbB1-pY1016,PIK3R1-NC,173.56,0.855691776,0.996823849,2.53E-12,153.04,12,0,0,0,1,Baseline
Pep468,ErbB1-pY1016,PIK3R1-NC,1.72E-08,86.09413214,-0.778408872,0.013474294,21.75,12,92.28,66.57,42.86,2,Baseline
Pep468,ErbB1-pY1016,PIK3R1-NC,201.41,3.932691635,0.996249259,5.81E-12,143.61,12,0,0,0,3,Baseline
Pep469,ErbB1-pY1069,PIK3R1-NC,3990.87,843.7565181,0.897114718,7.62E-05,23.47,12,0,0,0,1,Baseline
Pep469,ErbB1-pY1069,PIK3R1-NC,3.59E-09,173.7224791,-0.269115918,0.42358041,6.885,12,-16.655,0,0,2,Baseline
Pep469,ErbB1-pY1069,PIK3R1-NC,99859.2,23782.93573,0.975697167,1.48E-06,45.76,12,-8.33,-14.36,0,3,Baseline
Pep408,ErbB1-pY1092,PIK3R1-NC,217.62,8.479820031,0.99099855,4.58E-10,80.83,12,0,0,0,1,Baseline
Pep408,ErbB1-pY1092,PIK3R1-NC,8.98E-08,145.1718601,-0.072489127,0.832260694,3.795,12,-27.475,0,0,2,Baseline
Pep408,ErbB1-pY1092,PIK3R1-NC,690.05,79.04561326,0.995833502,9.82E-12,77.23,12,0,0,0,3,Baseline
Pep408,ErbB1-pY1092,PIK3R1-NC,0,134.7559148,0.469903354,0.123206173,0.71,11,0,0,0,4,Baseline
Pep408,ErbB1-pY1092,PIK3R1-NC,64853.16,289724.9598,0.431515208,0.161310121,3.07,11,0,0,0,4,Baseline
Pep471,ErbB1-pY1110,PIK3R1-NC,29187.85,12822.42079,0.714672054,0.009004868,12,12,0,0,0,1,Baseline
Pep471,ErbB1-pY1110,PIK3R1-NC,18193.37146,12809.66843,0.400143803,0.251885592,2.455,12,-30.665,-26.385,0,2,Baseline
Pep471,ErbB1-pY1110,PIK3R1-NC,95092.8,71783.37665,0.867102369,0.000260096,20.92,12,0,0,0,3,Baseline
Pep471,ErbB1-pY1110,PIK3R1-NC,0,134.5576418,0.421085374,0.172817244,3.15,11,0,0,0,4,Baseline
Pep471,ErbB1-pY1110,PIK3R1-NC,99433.94,191101.4345,0.781833756,0.002663077,10,11,0,0,0,4,Baseline
Pep615,ErbB1-pY1125,PIK3R1-NC,99999.09,36190.33383,0.865000148,0.000280293,29.44,12,0,0,0,3,Baseline
Pep473,ErbB1-pY1138,PIK3R1-NC,386.72,30.71341335,0.970787476,1.60E-07,53.39,12,0,0,0,1,Baseline
Pep473,ErbB1-pY1138,PIK3R1-NC,13.24123077,0.141208518,0.743282989,0.021724833,10.585,12,30.515,-31.665,-25.535,2,Baseline
Pep473,ErbB1-pY1138,PIK3R1-NC,308,13.89333304,0.995234265,2.07E-10,129.87,12,14.735,0,0,3,Baseline
Pep473,ErbB1-pY1138,PIK3R1-NC,0,134.7506115,0.489004827,0.106668903,0,11,0,0,0,4,Baseline
Pep473,ErbB1-pY1138,PIK3R1-NC,0,134.0311555,-0.15413542,0.632443974,3.88,11,0,0,0,4,Baseline
Pep473,ErbB1-pY1138,PIK3R1-NC,59926.93,380648.1671,0.490072288,0.105790869,6.06,11,0,0,0,4,Baseline
Pep508,ErbB1-pY1172,PIK3R1-NC,185.16,20.39620575,0.977369233,1.12E-06,36.47,12,10.9,10.16,0,1,Baseline
Pep508,ErbB1-pY1172,PIK3R1-NC,99476.46417,17120.49241,0.685530395,0.028660072,12.015,12,-28.865,-25.355,0,2,Baseline
Pep508,ErbB1-pY1172,PIK3R1-NC,299.75,28.23527974,0.990670011,5.48E-10,77.27,12,0,0,0,3,Baseline
Pep478,ErbB1-pY1197,PIK3R1-NC,6600.5,1012.794663,0.904475617,0.000131052,32.59,12,10.075,0,0,1,Baseline
Pep478,ErbB1-pY1197,PIK3R1-NC,99906.98706,24906.44552,0.895582806,8.18E-05,25.46,12,0,0,0,2,Baseline
Pep478,ErbB1-pY1197,PIK3R1-NC,99947.57,15240.81792,0.987073527,2.78E-09,66.43,12,0,0,0,3,Baseline
Pep401,ErbB1-pY727,PIK3R1-NC,90.04,2.731702712,0.985312595,5.25E-09,58.89,12,0,0,0,1,Baseline
Pep509,ErbB1-pY727,PIK3R1-NC,97091.74,24341.17614,0.830382152,0.001552704,20.16,12,8.98,0,0,1,Baseline
Pep401,ErbB1-pY727,PIK3R1-NC,11270.54531,5763.384269,0.475744309,0.16458877,5.6,12,-23.4,-14.74,0,2,Baseline
Pep509,ErbB1-pY727,PIK3R1-NC,9.815725599,1.932013103,0.428148481,0.217050919,7.56,12,-20.9,-14.65,0,2,Baseline
Pep401,ErbB1-pY727,PIK3R1-NC,99983.43,23820.25138,0.978207677,3.73E-08,42.33,12,0,0,0,3,Baseline
Pep509,ErbB1-pY727,PIK3R1-NC,99999.29,19878.57045,0.962833687,5.25E-07,56.74,12,0,0,0,3,Baseline
Pep509,ErbB1-pY727,PIK3R1-NC,55539,361691.8763,0.791992638,0.006317748,11.11,11,-21.51,-19.75,0,4,Baseline
Pep509,ErbB1-pY727,PIK3R1-NC,93461.2,369733.8361,0.813251879,0.001295227,10.16,11,0,0,0,4,Baseline
Pep509,ErbB1-pY727,PIK3R1-NC,99951.35,36466.23154,0.774565459,0.003096053,28.43,11,0,0,0,4,Baseline
Pep390,ErbB1-pY764,PIK3R1-NC,185.72,1.325738176,0.997651197,5.61E-13,146.31,12,0,0,0,1,Baseline
Pep390,ErbB1-pY764,PIK3R1-NC,2.86E-11,104.908009,0.133683903,0.73168473,-1,12,-23.65,-17.16,-17.06,2,Baseline
Pep390,ErbB1-pY764,PIK3R1-NC,187.37,4.426712849,0.978346196,4.82E-06,126.15,12,-22.51,-29.43,-24.39,3,Baseline
Pep391,ErbB1-pY801,PIK3R1-NC,169.92,5.839139202,0.998699575,2.92E-14,78.47,12,0,0,0,1,Baseline
Pep391,ErbB1-pY801,PIK3R1-NC,2.83E-11,105.0380294,-0.369651196,0.327515388,4.355,12,-23.645,-23.115,-16.475,2,Baseline
Pep391,ErbB1-pY801,PIK3R1-NC,463.59,35.25537772,0.989824668,8.45E-10,103.87,12,0,0,0,3,Baseline
Peptide698,ErbB1-pY801,PIK3R1-NC,492.78,108.1232478,0.980109375,2.37E-08,42.22,12,0,0,0,5,TXN
Peptide698,ErbB1-pY801,PIK3R1-NC,52.13,3.019004193,0.960745364,6.87E-07,42.5,12,0,0,0,5,TXN
Peptide698-1,ErbB1-pY801,PIK3R1-NC,236.02,20.13385211,0.982547118,1.24E-08,78.09,12,0,0,0,6,Baseline
Pep619,ErbB1-pY813,PIK3R1-NC,143.36,3.661197084,0.980630215,2.08E-08,110.88,12,0,0,0,3,Baseline
Pep413,ErbB1-pY827,PIK3R1-NC,22.9,2.965893206,0.765213286,0.006063078,15.41,12,-9.385,0,0,1,Baseline
Pep413,ErbB1-pY827,PIK3R1-NC,99463.93736,113090.3372,0.582629411,0.046812589,10.53,12,0,0,0,2,Baseline
Pep413,ErbB1-pY827,PIK3R1-NC,99961.04,36890.98899,0.945692765,3.39E-06,29.66,12,0,0,0,3,Baseline
Pep459,ErbB1-pY869,PIK3R1-NC,40.05,14.20132734,0.768975521,0.005671306,10.12,12,-8.91,0,0,1,Baseline
Pep459,ErbB1-pY869,PIK3R1-NC,7.31E-09,89.08763031,-0.538621909,0.108196282,5.59,12,-21.35,-17.28,0,2,Baseline
Pep459,ErbB1-pY869,PIK3R1-NC,99446.39,50535.2089,0.828983706,0.000857952,23.62,12,0,0,0,3,Baseline
Pep618,ErbB1-pY891,PIK3R1-NC,99493.3,21804.1757,0.968257127,2.41E-07,49.63,12,0,0,0,3,Baseline
Pep618,ErbB1-pY891,PIK3R1-NC,99940.87,35283.2192,0.948119897,8.96E-06,25.57,11,-26.57,0,0,4,Baseline
Pep618,ErbB1-pY891,PIK3R1-NC,140.53,45.27955792,0.947496858,2.88E-06,22.47,11,0,0,0,4,Baseline
Pep415,ErbB1-pY900,PIK3R1-NC,191.79,7.774189598,0.989277925,7.89E-09,76.16,12,12.13,0,0,1,Baseline
Pep415,ErbB1-pY900,PIK3R1-NC,1094.036301,227.8938212,0.92561126,4.39E-05,23.49,12,-18.35,0,0,2,Baseline
Pep415,ErbB1-pY900,PIK3R1-NC,99998.67,20598.10001,0.989304796,1.08E-09,51.15,12,0,0,0,3,TXN
Pep415,ErbB1-pY900,PIK3R1-NC,121.85,7.689409216,0.990357048,6.46E-10,66.51,11,0,0,0,4,Baseline
Pep415,ErbB1-pY900,PIK3R1-NC,102.75,7.908350037,0.983476757,9.43E-09,53.44,11,0,0,0,4,Baseline
Peptide415_1-1,ErbB1-pY900,PIK3R1-NC,0,185.7788587,0.281005753,0.376288591,5.94,12,0,0,0,6,Baseline
Peptide415-1,ErbB1-pY900,PIK3R1-NC,0,282.0875677,-0.621577251,0.030954278,14.26,12,0,0,0,6,TXN
Pep460,ErbB1-pY915,PIK3R1-NC,99449.05,22376.08347,0.842832194,0.000576474,25.22,12,0,0,0,1,Baseline
Pep460,ErbB1-pY915,PIK3R1-NC,6320.264042,23065.84475,0.240395531,0.451679868,6.235,12,0,0,0,2,Baseline
Pep460,ErbB1-pY915,PIK3R1-NC,99958.35,35795.1325,0.929606488,1.21E-05,30.95,12,0,0,0,3,Baseline
Pep460,ErbB1-pY915,PIK3R1-NC,0,105.0093252,0.361266592,0.248585047,0,11,0,0,0,4,Baseline
Pep460,ErbB1-pY915,PIK3R1-NC,0,105.4027989,0.198278276,0.558924636,0,11,-20.02,0,0,4,Baseline
Pep636,ErbB1-pY944,PIK3R1-NC,92.36,0.065426674,0.98250025,4.02E-07,93.11,12,87.42628426,63.42666725,0,3,TXN
Pep636,ErbB1-pY944,PIK3R1-NC,217.85,23.51043456,0.973327742,1.02E-07,58.2,11,0,0,0,4,Baseline
Pep636,ErbB1-pY944,PIK3R1-NC,154.94,21.66935814,0.976359492,5.59E-08,46.55,11,0,0,0,4,Baseline
Peptide699,ErbB1-pY978,PIK3R1-NC,25687.14,356650.8108,0.522004335,0.081710911,5.21,12,0,0,0,5,Baseline
Peptide699,ErbB1-pY978,PIK3R1-NC,96428.36,87790.76919,0.621306534,0.031048848,13.48,12,0,0,0,5,Baseline
Pep502,ErbB1-pY998,PIK3R1-NC,68.97,8.98644976,0.907192661,0.000115559,26.19,12,9.42,0,0,1,Baseline
Pep502,ErbB1-pY998,PIK3R1-NC,99871.76653,19722.74832,0.963973297,1.78E-06,26.13,12,-26.38,0,0,2,Baseline
Pep502,ErbB1-pY998,PIK3R1-NC,99999.99,18115.65221,0.972592275,1.16E-07,59.1,12,0,0,0,3,Baseline
Pep200,ErbB2-pY1005,PIK3R1-NC,164.36,10.1130172,0.98566477,4.65E-09,53.65,12,0,0,0,1,Baseline
Pep200,ErbB2-pY1005,PIK3R1-NC,99572.37726,40127.13374,0.647205526,0.031348743,12.655,12,-26.335,0,0,2,Baseline
Pep200,ErbB2-pY1005,PIK3R1-NC,99996.33,28751.29454,0.956843758,1.10E-06,39.06,12,0,0,0,3,Baseline
Pep475,ErbB2-pY1023,PIK3R1-NC,146.95,5.55957025,0.981415071,1.69E-08,68.23,12,0,0,0,1,Baseline
Pep475,ErbB2-pY1023,PIK3R1-NC,273.8731162,8.929438411,0.990363739,4.89E-09,98.255,12,-10.515,0,0,2,Baseline
Pep475,ErbB2-pY1023,PIK3R1-NC,189.32,7.938195103,0.97865489,4.58E-06,101.35,12,-22.655,22.975,-7.155,3,Baseline
